,names_to_use,GS,genus,phylum,class,order,family,Life_style,trophicMode
214,Aspergillus brevipes,30.07,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
215,Aspergillus brunneoviolaceus,37.48,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
216,Aspergillus caelatus,40.02,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
217,Aspergillus calidoustus,41.1,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
218,Aspergillus californicus,36.74,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
219,Aspergillus campestris,28.26,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
220,Aspergillus candidus,27.32,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
221,Aspergillus caninus,24.26,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
222,Aspergillus capensis,32.93,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
223,Aspergillus carbonarius,36.3,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
224,Aspergillus carlsbadensis,39.46,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
225,Aspergillus cejpii,23.89,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
226,Aspergillus cervinus,34.08,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
227,Aspergillus chevalieri,27.65,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
228,Aspergillus chevalieri,27.65,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
229,Aspergillus chrysellus,37.96,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
230,Aspergillus chrysellus,37.96,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
231,Aspergillus clavatonanicus,26.78,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
232,Aspergillus clavatonanicus,26.78,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
233,Aspergillus clavatus,29.05,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
234,Aspergillus coreanus,31.3,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
235,Aspergillus coremiiformis,30.13,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
236,Aspergillus costiformis,26.51,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
237,Aspergillus creber,35.48,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
238,Aspergillus cretensis,36.18,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
239,Aspergillus cristatus,28.29,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
240,Aspergillus cristatus,28.29,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
241,Aspergillus crustosus,37.36,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
242,Aspergillus cumulatus,25.39,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
243,Aspergillus desertorum,29.04,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
244,Aspergillus dromiae,34.2,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
245,Aspergillus dromiae,34.2,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
246,Aspergillus egyptiacus,28.34,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
247,Aspergillus elegans,37.17,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
248,Aspergillus ellipticus,42.87,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
249,Aspergillus eucalypticola,34.79,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
250,Aspergillus falconensis,34.13,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
251,Aspergillus felis,32.46,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
252,Aspergillus felis,32.46,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
253,Aspergillus ferenczii,26.94,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
254,Aspergillus ferenczii,26.94,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
255,Aspergillus fijiensis,36.51,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
256,Aspergillus filifera,31.48,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
257,Aspergillus fischeri,31.81,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
258,Aspergillus fischeri,31.81,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
259,Aspergillus flavipes,35.26,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Plant,Patotroph
260,Aspergillus flavipes,35.26,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Plant,Patotroph
261,Aspergillus flavus,37.52666667,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph-Saprotroph
262,Aspergillus flavus,37.52666667,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph-Saprotroph
263,Aspergillus floccosus,30.55,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
264,Aspergillus flocculosus,34.74,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
265,Aspergillus floridensis,35.44,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
266,Aspergillus foetidus,37.47,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
267,Aspergillus frequens,33.66,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
268,Aspergillus fumigatiaffinis,33.53,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
269,Aspergillus fumigatus,28.94,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph-Saprotroph
270,Aspergillus fumisynnematus,32.13,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
271,Aspergillus funiculosus,25.45,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
272,Aspergillus galapagensis,29.97,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
273,Aspergillus germanicus,39.48,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
274,Aspergillus giganteus,28.2,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
275,Aspergillus glaucus,27.99,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph
276,Aspergillus glaucus,27.99,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph
277,Aspergillus granulosus,35.31,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
278,Aspergillus haitiensis,35.85,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
279,Aspergillus hancockii,39.69,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
280,Aspergillus heteromorphus,35.61,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
281,Aspergillus hiratsukae,29.62,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
282,Aspergillus homomorphus,34.05,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
283,Aspergillus ibericus,33.44,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
284,Aspergillus igneus,33.55,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
285,Aspergillus iizukae,32.66,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
286,Aspergillus implicatus,39.2,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
287,Aspergillus indologenus,38.59,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
288,Aspergillus insolitus,23.18,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
289,Aspergillus insuetus,40.45,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
290,Aspergillus janus,36,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
291,Aspergillus japonicus,35.77,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph
292,Aspergillus karnatakaensis,36.26,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
293,Aspergillus keveii,41.42,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
294,Aspergillus laciniosus,33.46,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
295,Aspergillus latus,68.49,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
296,Aspergillus latus,68.49,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
297,Aspergillus lentulus,30.8,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
298,Aspergillus leporis,39.43,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
299,Aspergillus longivesica,26.67,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
300,Aspergillus lucknowensis,30.79,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
301,Aspergillus melleus,38.85,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Plant-Human,Pathotroph-Symbiotroph
302,Aspergillus microcysticus,25.91,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
303,Aspergillus minisclerotigenes,37.06,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
304,Aspergillus miraensis,34.18,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
305,Aspergillus miraensis,34.18,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
306,Aspergillus multicolor,35.25,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
307,Aspergillus multiplicatus,28.91,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
308,Aspergillus mulundensis,45.34,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
309,Aspergillus muricatus,34.12,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
310,Aspergillus nakazawae,36.35,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
311,Aspergillus navahoensis,32.76,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
312,Aspergillus neoellipticus,27.55,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
313,Aspergillus neoflavipes,34.02,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
314,Aspergillus neoflavipes,34.02,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
315,Aspergillus neoniger,35.42,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
316,Aspergillus neoniveus,30.9,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
317,Aspergillus nidulans,32.83333333,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,AFree living,Saprotroph
318,Aspergillus nidulans,32.83333333,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,AFree living,Saprotroph
319,Aspergillus niger,35.41,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph-Saprotroph
320,Aspergillus nishimurae,30.19,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
321,Aspergillus nomiae,35.71,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
322,Aspergillus novofumigatus,32.44,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
323,Aspergillus novoparasiticus,40.86,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
324,Aspergillus nutans,34.35,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
325,Aspergillus ochraceoroseus,26,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
326,Aspergillus ochraceus,37.06,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
327,Aspergillus oerlinghausenensis,32.33,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
328,Aspergillus ostianus,35.65,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
329,Aspergillus paleaceus,28.8,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
330,Aspergillus papuensis,31.21,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
331,Aspergillus papuensis,31.21,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
332,Aspergillus parasiticus,38.27,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph
333,Aspergillus parasiticus,38.27,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph
334,Aspergillus parvulus,32.73,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
335,Aspergillus pernambucoensis,27.07,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
336,Aspergillus pernambucoensis,27.07,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
337,Aspergillus persii,38.12,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
338,Aspergillus petrakii,35.79,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
339,Aspergillus piperis,35.28,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
340,Aspergillus primulinus,29.6,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
341,Aspergillus pseudocaelatus,39.65,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
342,Aspergillus pseudodeflectus,39.07,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
343,Aspergillus pseudofelis,31.87,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
344,Aspergillus pseudonomiae,36.71,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
345,Aspergillus pseudotamarii,38.24,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
346,Aspergillus pseudoterreus,29.53,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
347,Aspergillus pseudoustus,41.22,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
348,Aspergillus pseudoviridinutans,32.18,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
349,Aspergillus pulvericola,34.9,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
350,Aspergillus puulaauensis,34.15,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
351,Aspergillus quadrilineatus,32.255,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
352,Aspergillus quadrilineatus,32.255,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
353,Aspergillus rambellii,26.58,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
354,Aspergillus recurvatus,30.72,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
355,Aspergillus restrictus,23.26,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Patotroph
356,Aspergillus rhizopodus,27.58,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
357,Aspergillus robustus,33.14,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
358,Aspergillus roseoglobulosus,35.82,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
359,Aspergillus ruber,26.21,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
360,Aspergillus ruber,26.21,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
361,Aspergillus saccharolyticus,31.1,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
362,Aspergillus sclerotialis,27.98,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
363,Aspergillus sclerotiicarbonarius,37.62,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
364,Aspergillus sclerotioniger,36.72,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
365,Aspergillus sclerotiorum,35.41,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
366,Aspergillus sepultus,32.18,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
367,Aspergillus sergii,38.33,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
368,Aspergillus sesamicola,38.31,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
369,Aspergillus shendaweii,29.2,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
370,Aspergillus shendaweii,29.2,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
371,Aspergillus siamensis,32.73,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
372,Aspergillus silvaticus,30.97,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
373,Aspergillus similis,33.17,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
374,Aspergillus sojae,40,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
375,Aspergillus steynii,37.85,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
376,Aspergillus sublatus,31.2,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
377,Aspergillus subramanianii,37.44,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
378,Aspergillus sydowii,35.29,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Animal,Pathotroph
379,Aspergillus taichungensis,27.12,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
380,Aspergillus tamarii,38.24,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
381,Aspergillus tanneri,37.38,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
382,Aspergillus templicola,33.95,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
383,Aspergillus tennesseensis,33.97,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
384,Aspergillus terreus,30.42,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph-Saprotroph
385,Aspergillus terricola,32.49,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
386,Aspergillus thesauricus,37.88,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
387,Aspergillus transcarpathicus,30.23,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
388,Aspergillus transmontanensis,39.34,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
389,Aspergillus trinidadensis,39.76,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
390,Aspergillus tritici,28.93,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
391,Aspergillus tsurutae,28.25,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
392,Aspergillus tubingensis,35.16,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph-Saprotroph-Symbiotroph
393,Aspergillus tubingensis,35.16,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph-Saprotroph-Symbiotroph
394,Aspergillus turcosus,31.66,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
395,Aspergillus udagawae,32.31,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
396,Aspergillus undulatus,32.11,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
397,Aspergillus unguis,28.78,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
398,Aspergillus unguis,28.78,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
399,Aspergillus ustus,38.35,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,AFree living,Saprotroph
400,Aspergillus uvarum,35.85,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
401,Aspergillus vadensis,35.66,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
402,Aspergillus venezuelensis,34.84,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
403,Aspergillus versicolor,33.13,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
404,Aspergillus violaceofuscus,36.01,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
405,Aspergillus viridinutans,32.13,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
406,Aspergillus waksmanii,32.3,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
407,Aspergillus waksmanii,32.3,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
408,Aspergillus wentii,31.35,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
409,Aspergillus westerdijkiae,36.17,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
410,Aspergillus westlandensis,39.73,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
