State_canonical_name,State_Alien_Status,APC_name,APC_canonical_name,APC_Alien_Status,APC_Authorship,taxa_status,Status_comparison,Unified_status,establishment_means,degree_of_establishment
Myriophyllum crispatum,native,Myriophyllum crispatum Orchard,Myriophyllum crispatum,native,Orchard,accepted,Similar for the state flora and the APC,native,native,native
Myriophyllum lophatum,native,Myriophyllum lophatum Orchard,Myriophyllum lophatum,native,Orchard,accepted,Similar for the state flora and the APC,native,native,native
Myriophyllum pedunculatum subsp. pedunculatum,native,Myriophyllum pedunculatum Hook.f. subsp. pedunculatum,Myriophyllum pedunculatum subsp. pedunculatum,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Myriophyllum variifolium,native,Myriophyllum variifolium Hook.f.,Myriophyllum variifolium,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Myriophyllum verrucosum,native,Myriophyllum verrucosum Lindl.,Myriophyllum verrucosum,native,Lindl.,accepted,Similar for the state flora and the APC,native,native,native
Narcissus pseudonarcissus,doubtfully naturalised,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus,naturalised,L.,accepted,"According to the state flora is doubtfully naturalised, while according to the APC is naturalised",naturalised,introduced,established
Narcissus tazetta,formerly naturalised,Narcissus tazetta L.,Narcissus tazetta,naturalised,L.,accepted,"According to the state flora is formerly naturalised, while according to the APC is naturalised",naturalised,introduced,established
Nassella leucotricha,introduced,Nassella leucotricha (Trin. & Rupr.) R.W.Pohl,Nassella leucotricha,NA,(Trin. & Rupr.) R.W.Pohl,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Nassella neesiana,introduced,Nassella neesiana (Trin. & Rupr.) Barkworth,Nassella neesiana,naturalised,(Trin. & Rupr.) Barkworth,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Nassella tenuissima,doubtfully naturalised,Nassella tenuissima (Trin.) Barkworth,Nassella tenuissima,doubtfully naturalised,(Trin.) Barkworth,accepted,Similar for the state flora and the APC,doubtfully naturalised,introduced,established
Nassella trichotoma,introduced,Nassella trichotoma (Nees) Hack. ex Arechav.,Nassella trichotoma,naturalised,(Nees) Hack. ex Arechav.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Nasturtium officinale,introduced,Rorippa nasturtium-aquaticum (L.) Hayek,Rorippa nasturtium-aquaticum,NA,(L.) Hayek,taxonomic synonym,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Navarretia squarrosa,introduced,Navarretia squarrosa (Eschsch.) Hook. & Arn.,Navarretia squarrosa,naturalised,(Eschsch.) Hook. & Arn.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Nepeta cataria,introduced,Nepeta cataria L.,Nepeta cataria,doubtfully naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Nerium oleander,doubtfully naturalised,Nerium oleander L.,Nerium oleander,NA,L.,accepted,Not recorded on the APC as present in this state,doubtfully naturalised,introduced,established
Nothoscordum borbonicum,introduced,Nothoscordum borbonicum Kunth,Nothoscordum borbonicum,naturalised,Kunth,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Notogrammitis billardierei,native,Notogrammitis billardierei (Willd.) Parris,Notogrammitis billardierei,native,(Willd.) Parris,accepted,Similar for the state flora and the APC,native,native,native
Nymphaea mexicana,introduced,Nymphaea mexicana Zucc.,Nymphaea mexicana,NA,Zucc.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Nymphoides montana,native,Nymphoides montana Aston,Nymphoides montana,native,Aston,accepted,Similar for the state flora and the APC,native,native,native
Oenothera glazioviana,introduced,Oenothera glazioviana Micheli,Oenothera glazioviana,naturalised,Micheli,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Oenothera indecora subsp. bonariensis,introduced,Oenothera indecora subsp. bonariensis W.Dietr.,Oenothera indecora subsp. bonariensis,NA,W.Dietr.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Oenothera lindheimeri,introduced,Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch,Oenothera lindheimeri,naturalised,(Engelm. & A.Gray) W.L.Wagner & Hoch,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Oenothera stricta subsp. stricta,introduced,Oenothera stricta Ledeb. ex Link subsp. stricta,Oenothera stricta subsp. stricta,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Olea europaea subsp. cuspidata,introduced,Olea europaea subsp. cuspidata (Wall. ex G.Don) Cif.,Olea europaea subsp. cuspidata,NA,(Wall. ex G.Don) Cif.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Olearia algida,native,Olearia algida N.A.Wakef.,Olearia algida,native,N.A.Wakef.,accepted,Similar for the state flora and the APC,native,native,native
Olearia argophylla,native,Olearia argophylla (Labill.) F.Muell. ex Benth.,Olearia argophylla,native,(Labill.) F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Olearia brevipedunculata,native,Olearia brevipedunculata N.G.Walsh,Olearia brevipedunculata,native,N.G.Walsh,accepted,Similar for the state flora and the APC,native,native,native
Olearia erubescens,native,Olearia erubescens (Sieber ex Spreng.) Dippel,Olearia erubescens,native,(Sieber ex Spreng.) Dippel,accepted,Similar for the state flora and the APC,native,native,native
Olearia floribunda,native,Olearia floribunda (Hook.f.) Benth.,Olearia floribunda,native,(Hook.f.) Benth.,accepted,Similar for the state flora and the APC,native,native,native
Olearia glandulosa,native,Olearia glandulosa (Labill.) Benth.,Olearia glandulosa,native,(Labill.) Benth.,accepted,Similar for the state flora and the APC,native,native,native
Olearia lirata,native,Olearia lirata (Sims) Hutch.,Olearia lirata,native,(Sims) Hutch.,accepted,Similar for the state flora and the APC,native,native,native
Olearia megalophylla,native,Olearia megalophylla (F.Muell.) F.Muell. ex Benth.,Olearia megalophylla,native,(F.Muell.) F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
