OTU,kingdom,phylum,class,order,family,genus,species,exploration_type,guild,guild2
ITSall_OTUc_538,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_14917,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_33,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_pseudoareolata,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_4835,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_archeri,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_7612,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_464,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_umerensis,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUc_1019,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_3623,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_112,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_albofloccosa,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_1737,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sublilacina,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUm_18,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_2317,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_nudiuscula,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_24,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,Descomyces_albus,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUb_6162,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_7420,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_9461,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_lateritia,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_100,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUc_2721,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_eucalypti,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_12,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_australiensis,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUb_8161,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,NA,long-distance,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_4555,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_9095,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUe_3526,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUn_998,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_20813,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_cruentoides,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_12577,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentellopsis,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUm_25,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_atrisquamosa,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUb_1343,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_5137,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_5345,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_1589,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_337,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_7,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_6384,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUe_657,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_407,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,Pezoloma_ericae,NA,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal,Ectomycorrhizal
ITSall_OTUm_1053,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_830,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUb_8483,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_4326,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,NA,medium-distance_smooth,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUb_381,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUj_15633,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_233,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_1499,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_187,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_1746,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_2853,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_28087,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_2752,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUj_2075,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUb_4677,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,NA,NA,NA,Bryophyte Parasite-Ectomycorrhizal-Litter Saprotroph-Wood Saprotroph,Ectomycorrhizal
ITSall_OTUj_2388,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUm_183,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_4674,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUb_8103,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_236,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUa_2914,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_497,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUm_6575,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_5788,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUa_203,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_165,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_439,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUe_5103,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUm_11798,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUe_5099,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_80,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUa_10308,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_16546,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_519,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUm_6911,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,Ectomycorrhizal
ITSall_OTUm_461,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUm_6714,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_18500,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_335,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_203,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUn_12163,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUm_6470,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUa_68,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_10254,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
ITSall_OTUj_14317,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,Ectomycorrhizal
